Gender,Age,MonthlyCharges,TotalCharges,TenureMonths,SupportTickets,Churn,ChargesPerMonth,TicketsPerMonth,HighSupport,ShortTenure,IsMonthly,ChargeToAge,Country_Egypt,Country_Kuwait,Country_Saudi Arabia,Country_UAE,SubscriptionType_Basic,SubscriptionType_Premium,SubscriptionType_Standard,ContractType_Monthly,ContractType_Yearly,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Visa,TenureBucket_0-6,TenureBucket_13-24,TenureBucket_25+,TenureBucket_7-12
0,65,206,618,3,8,1,154.5,2.0,1,1,1,3.169230769230769,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1,44,236,6372,27,8,0,227.57142857142858,0.2857142857142857,1,0,1,5.363636363636363,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1,48,183,549,3,5,0,137.25,1.25,1,1,0,3.8125,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,52,195,1560,8,6,1,173.33333333333334,0.6666666666666666,1,0,0,3.75,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,50,288,8928,31,4,0,279.0,0.125,1,0,0,5.76,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,50,86,2580,30,0,1,83.2258064516129,0.0,0,0,1,1.72,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,62,246,2952,12,2,0,227.07692307692307,0.15384615384615385,0,0,0,3.967741935483871,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1,52,127,1778,14,7,1,118.53333333333333,0.4666666666666667,1,0,1,2.4423076923076925,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
1,23,285,5130,18,1,1,270.0,0.05263157894736842,0,0,0,12.391304347826088,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,48,106,2438,23,5,1,101.58333333333333,0.20833333333333334,1,0,1,2.2083333333333335,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
0,19,146,3796,26,8,1,140.59259259259258,0.2962962962962963,1,0,0,7.684210526315789,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1,47,283,849,3,4,1,212.25,1.0,1,1,1,6.0212765957446805,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1,55,275,4675,17,8,1,259.72222222222223,0.4444444444444444,1,0,0,5.0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,35,213,4047,19,1,0,202.35,0.05,0,0,1,6.085714285714285,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
1,43,262,6812,26,8,1,252.2962962962963,0.2962962962962963,1,0,0,6.093023255813954,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,42,80,1760,22,5,0,76.52173913043478,0.21739130434782608,1,0,0,1.9047619047619047,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
0,37,126,2520,20,4,1,120.0,0.19047619047619047,1,0,1,3.4054054054054053,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,65,84,1344,16,4,1,79.05882352941177,0.23529411764705882,1,0,1,1.2923076923076924,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
0,43,107,1712,16,3,0,100.70588235294117,0.17647058823529413,1,0,1,2.488372093023256,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,42,88,2288,26,8,0,84.74074074074075,0.2962962962962963,1,0,1,2.0952380952380953,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
0,60,85,2465,29,8,1,82.16666666666667,0.26666666666666666,1,0,1,1.4166666666666667,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
1,65,311,9019,29,6,1,300.6333333333333,0.2,1,0,1,4.7846153846153845,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,65,312,312,1,6,0,156.0,3.0,1,1,1,4.8,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
0,57,233,4194,18,8,0,220.73684210526315,0.42105263157894735,1,0,1,4.087719298245614,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,39,91,1547,17,8,1,85.94444444444444,0.4444444444444444,1,0,0,2.3333333333333335,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,34,105,1680,16,4,0,98.82352941176471,0.23529411764705882,1,0,0,3.088235294117647,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,52,120,3720,31,8,1,116.25,0.25,1,0,0,2.3076923076923075,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,45,282,9588,34,4,0,273.9428571428571,0.11428571428571428,1,0,1,6.266666666666667,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,53,264,5016,19,8,0,250.8,0.4,1,0,0,4.981132075471698,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,23,210,5250,25,6,0,201.92307692307693,0.23076923076923078,1,0,0,9.130434782608695,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,19,237,237,1,2,1,118.5,1.0,0,1,1,12.473684210526315,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
1,38,188,376,2,3,0,125.33333333333333,1.0,1,1,0,4.947368421052632,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
0,33,238,476,2,2,0,158.66666666666666,0.6666666666666666,0,1,0,7.212121212121212,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1,53,160,3360,21,4,0,152.72727272727272,0.18181818181818182,1,0,0,3.018867924528302,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,48,295,7965,27,6,0,284.4642857142857,0.21428571428571427,1,0,1,6.145833333333333,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,21,164,3280,20,3,1,156.1904761904762,0.14285714285714285,1,0,0,7.809523809523809,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1,52,308,8316,27,1,0,297.0,0.03571428571428571,0,0,0,5.923076923076923,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,29,289,6069,21,1,0,275.8636363636364,0.045454545454545456,0,0,0,9.96551724137931,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,62,164,1148,7,1,0,143.5,0.125,0,0,1,2.6451612903225805,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
1,32,179,5370,30,1,0,173.2258064516129,0.03225806451612903,0,0,1,5.59375,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
0,23,208,4368,21,4,0,198.54545454545453,0.18181818181818182,1,0,0,9.043478260869565,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1,32,266,9576,36,3,0,258.81081081081084,0.08108108108108109,1,0,1,8.3125,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,57,252,504,2,3,0,168.0,1.0,1,1,1,4.421052631578948,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
0,63,159,4134,26,7,1,153.11111111111111,0.25925925925925924,1,0,1,2.5238095238095237,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1,49,88,2112,24,8,0,84.48,0.32,1,0,0,1.7959183673469388,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
1,63,176,6160,35,7,0,171.11111111111111,0.19444444444444445,1,0,0,2.7936507936507935,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,34,256,5888,23,8,0,245.33333333333334,0.3333333333333333,1,0,0,7.529411764705882,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1,41,148,148,1,7,0,74.0,3.5,1,1,0,3.6097560975609757,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0,59,161,4991,31,8,0,155.96875,0.25,1,0,0,2.7288135593220337,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,48,291,9894,34,2,0,282.6857142857143,0.05714285714285714,0,0,1,6.0625,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1,58,171,513,3,1,0,128.25,0.25,0,1,1,2.9482758620689653,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,35,236,5900,25,7,0,226.92307692307693,0.2692307692307692,1,0,0,6.742857142857143,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
0,36,273,5460,20,8,1,260.0,0.38095238095238093,1,0,0,7.583333333333333,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
0,30,103,2369,23,3,1,98.70833333333333,0.125,1,0,0,3.433333333333333,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,59,208,5824,28,7,0,200.82758620689654,0.2413793103448276,1,0,1,3.5254237288135593,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,34,100,800,8,6,0,88.88888888888889,0.6666666666666666,1,0,1,2.9411764705882355,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,21,317,1585,5,8,1,264.1666666666667,1.3333333333333333,1,1,0,15.095238095238095,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,35,200,3600,18,2,0,189.47368421052633,0.10526315789473684,0,0,0,5.714285714285714,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
1,56,210,1470,7,7,1,183.75,0.875,1,0,1,3.75,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
0,35,215,2580,12,3,0,198.46153846153845,0.23076923076923078,1,0,1,6.142857142857143,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,28,232,2784,12,8,1,214.15384615384616,0.6153846153846154,1,0,0,8.285714285714286,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1,52,191,191,1,7,1,95.5,3.5,1,1,0,3.673076923076923,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,58,216,6048,28,4,1,208.55172413793105,0.13793103448275862,1,0,1,3.7241379310344827,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,23,268,8308,31,8,0,259.625,0.25,1,0,0,11.652173913043478,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,24,173,3633,21,8,0,165.13636363636363,0.36363636363636365,1,0,1,7.208333333333333,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
0,59,90,2340,26,3,1,86.66666666666667,0.1111111111111111,1,0,1,1.5254237288135593,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,46,92,1012,11,3,1,84.33333333333333,0.25,1,0,1,2.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,57,213,4473,21,7,0,203.3181818181818,0.3181818181818182,1,0,1,3.736842105263158,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,22,100,2300,23,7,0,95.83333333333333,0.2916666666666667,1,0,0,4.545454545454546,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
0,57,296,8288,28,0,1,285.7931034482759,0.0,0,0,0,5.192982456140351,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
0,35,250,3750,15,3,0,234.375,0.1875,1,0,0,7.142857142857143,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0,30,109,3052,28,5,1,105.24137931034483,0.1724137931034483,1,0,1,3.6333333333333333,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,38,143,1430,10,6,1,130.0,0.5454545454545454,1,0,0,3.763157894736842,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,32,230,1150,5,3,0,191.66666666666666,0.5,1,1,1,7.1875,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,25,187,2618,14,1,0,174.53333333333333,0.06666666666666667,0,0,1,7.48,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
1,52,264,6072,23,2,1,253.0,0.08333333333333333,0,0,1,5.076923076923077,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1,48,124,3348,27,8,1,119.57142857142857,0.2857142857142857,1,0,1,2.5833333333333335,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
0,21,127,2794,22,7,0,121.47826086956522,0.30434782608695654,1,0,1,6.0476190476190474,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
0,23,317,11095,35,0,0,308.19444444444446,0.0,0,0,1,13.782608695652174,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,42,192,1344,7,4,0,168.0,0.5,1,0,1,4.571428571428571,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
0,36,204,6120,30,1,0,197.41935483870967,0.03225806451612903,0,0,1,5.666666666666667,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1,51,122,3050,25,0,1,117.3076923076923,0.0,0,0,0,2.392156862745098,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
0,47,117,1053,9,3,0,105.3,0.3,1,0,0,2.4893617021276597,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,20,125,2375,19,3,0,118.75,0.15,1,0,0,6.25,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,62,81,1377,17,3,0,76.5,0.16666666666666666,1,0,0,1.3064516129032258,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,37,288,288,1,1,0,144.0,0.5,0,1,1,7.783783783783784,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
1,62,146,1022,7,7,1,127.75,0.875,1,0,0,2.3548387096774195,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,45,153,1224,8,6,1,136.0,0.6666666666666666,1,0,1,3.4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,35,194,2522,13,5,0,180.14285714285714,0.35714285714285715,1,0,0,5.542857142857143,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
0,64,315,10080,32,1,0,305.45454545454544,0.030303030303030304,0,0,1,4.921875,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,62,153,5202,34,8,1,148.62857142857143,0.22857142857142856,1,0,0,2.467741935483871,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,55,280,4760,17,2,0,264.44444444444446,0.1111111111111111,0,0,0,5.090909090909091,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
0,49,175,1225,7,0,0,153.125,0.0,0,0,0,3.5714285714285716,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,25,238,5474,23,2,0,228.08333333333334,0.08333333333333333,0,0,0,9.52,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
0,19,81,2673,33,7,1,78.61764705882354,0.20588235294117646,1,0,0,4.2631578947368425,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
0,57,274,2192,8,1,0,243.55555555555554,0.1111111111111111,0,0,0,4.807017543859649,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1,28,235,2585,11,0,1,215.41666666666666,0.0,0,0,0,8.392857142857142,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
0,23,85,2040,24,7,1,81.6,0.28,1,0,1,3.6956521739130435,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
0,50,109,2834,26,4,1,104.96296296296296,0.14814814814814814,1,0,1,2.18,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1,48,241,6748,28,1,1,232.68965517241378,0.034482758620689655,0,0,1,5.020833333333333,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1,37,82,2378,29,3,0,79.26666666666667,0.1,1,0,1,2.2162162162162162,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,40,196,588,3,1,0,147.0,0.25,0,1,0,4.9,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,28,172,3268,19,6,1,163.4,0.3,1,0,1,6.142857142857143,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,34,199,2786,14,5,0,185.73333333333332,0.3333333333333333,1,0,0,5.852941176470588,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,44,104,3224,31,0,0,100.75,0.0,0,0,1,2.3636363636363638,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,35,305,3660,12,3,0,281.53846153846155,0.23076923076923078,1,0,1,8.714285714285714,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,40,198,792,4,3,0,158.4,0.6,1,1,1,4.95,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
0,35,173,5363,31,1,0,167.59375,0.03125,0,0,0,4.942857142857143,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,19,281,3372,12,2,0,259.38461538461536,0.15384615384615385,0,0,1,14.789473684210526,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1,30,90,630,7,2,0,78.75,0.25,0,0,0,3.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,19,99,3267,33,8,0,96.08823529411765,0.23529411764705882,1,0,1,5.2105263157894735,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,54,94,1786,19,5,1,89.3,0.25,1,0,0,1.7407407407407407,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
0,45,130,1950,15,1,0,121.875,0.0625,0,0,1,2.888888888888889,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,38,93,1581,17,2,0,87.83333333333333,0.1111111111111111,0,0,0,2.4473684210526314,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,54,90,3150,35,1,0,87.5,0.027777777777777776,0,0,0,1.6666666666666667,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1,31,144,3024,21,2,1,137.45454545454547,0.09090909090909091,0,0,1,4.645161290322581,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
0,31,124,3100,25,8,0,119.23076923076923,0.3076923076923077,1,0,0,4.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
0,26,293,293,1,5,1,146.5,2.5,1,1,0,11.26923076923077,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,38,296,2960,10,4,0,269.09090909090907,0.36363636363636365,1,0,1,7.7894736842105265,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1,55,83,1162,14,0,0,77.46666666666667,0.0,0,0,0,1.509090909090909,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,20,111,1665,15,3,1,104.0625,0.1875,1,0,0,5.55,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,58,294,6762,23,3,0,281.75,0.125,1,0,1,5.068965517241379,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,18,300,10500,35,4,1,291.6666666666667,0.1111111111111111,1,0,1,16.666666666666668,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,56,88,2200,25,7,0,84.61538461538461,0.2692307692307692,1,0,1,1.5714285714285714,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,40,206,4326,21,0,1,196.63636363636363,0.0,0,0,0,5.15,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,25,298,4470,15,2,0,279.375,0.125,0,0,0,11.92,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
0,43,158,3792,24,8,1,151.68,0.32,1,0,1,3.6744186046511627,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
0,45,103,1854,18,5,1,97.57894736842105,0.2631578947368421,1,0,0,2.2888888888888888,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,24,211,6119,29,4,0,203.96666666666667,0.13333333333333333,1,0,0,8.791666666666666,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1,48,192,2112,11,2,0,176.0,0.16666666666666666,0,0,0,4.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,46,114,1710,15,6,0,106.875,0.375,1,0,0,2.4782608695652173,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
1,55,235,705,3,7,1,176.25,1.75,1,1,1,4.2727272727272725,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
0,61,259,4144,16,2,0,243.76470588235293,0.11764705882352941,0,0,1,4.245901639344262,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,34,103,2163,21,7,0,98.31818181818181,0.3181818181818182,1,0,0,3.0294117647058822,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,46,289,6936,24,1,0,277.44,0.04,0,0,0,6.282608695652174,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1,32,91,1092,12,4,0,84.0,0.3076923076923077,1,0,0,2.84375,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1,27,186,1302,7,7,1,162.75,0.875,1,0,0,6.888888888888889,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,22,87,1392,16,5,1,81.88235294117646,0.29411764705882354,1,0,1,3.9545454545454546,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,29,262,1310,5,2,1,218.33333333333334,0.3333333333333333,0,1,1,9.03448275862069,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1,58,185,925,5,2,1,154.16666666666666,0.3333333333333333,0,1,1,3.189655172413793,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
0,18,235,5170,22,5,1,224.7826086956522,0.21739130434782608,1,0,0,13.055555555555555,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
0,33,212,2968,14,6,0,197.86666666666667,0.4,1,0,1,6.424242424242424,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,35,90,2430,27,7,1,86.78571428571429,0.25,1,0,0,2.5714285714285716,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1,57,144,1728,12,1,0,132.92307692307693,0.07692307692307693,0,0,1,2.526315789473684,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1,47,150,5400,36,3,1,145.94594594594594,0.08108108108108109,1,0,0,3.1914893617021276,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
0,20,320,6400,20,3,0,304.76190476190476,0.14285714285714285,1,0,0,16.0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,59,268,1608,6,8,1,229.71428571428572,1.1428571428571428,1,1,0,4.5423728813559325,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
0,53,105,105,1,5,1,52.5,2.5,1,1,0,1.9811320754716981,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
0,24,206,4326,21,3,0,196.63636363636363,0.13636363636363635,1,0,1,8.583333333333334,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1,22,180,3060,17,7,0,170.0,0.3888888888888889,1,0,0,8.181818181818182,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,29,192,6720,35,7,0,186.66666666666666,0.19444444444444445,1,0,0,6.620689655172414,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1,19,117,819,7,4,0,102.375,0.5,1,0,1,6.157894736842105,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
1,44,282,4794,17,6,1,266.3333333333333,0.3333333333333333,1,0,0,6.409090909090909,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0,45,313,5947,19,8,1,297.35,0.4,1,0,1,6.955555555555556,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,63,271,813,3,4,1,203.25,1.0,1,1,0,4.301587301587301,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1,39,268,8040,30,2,0,259.35483870967744,0.06451612903225806,0,0,0,6.871794871794871,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
0,62,243,7533,31,6,1,235.40625,0.1875,1,0,0,3.9193548387096775,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,64,197,394,2,6,1,131.33333333333334,2.0,1,1,1,3.078125,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1,20,186,6510,35,7,1,180.83333333333334,0.19444444444444445,1,0,1,9.3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1,46,255,1530,6,3,0,218.57142857142858,0.42857142857142855,1,1,1,5.543478260869565,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,34,162,810,5,5,0,135.0,0.8333333333333334,1,1,1,4.764705882352941,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1,60,288,1152,4,2,1,230.4,0.4,0,1,1,4.8,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1,54,292,876,3,6,1,219.0,1.5,1,1,0,5.407407407407407,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1,54,96,2304,24,4,0,92.16,0.16,1,0,0,1.7777777777777777,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
1,24,276,6624,24,2,0,264.96,0.08,0,0,1,11.5,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1,58,258,7740,30,5,0,249.67741935483872,0.16129032258064516,1,0,0,4.448275862068965,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,54,197,3940,20,0,0,187.61904761904762,0.0,0,0,1,3.6481481481481484,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
0,45,209,4389,21,4,1,199.5,0.18181818181818182,1,0,0,4.644444444444445,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1,34,102,3060,30,2,1,98.70967741935483,0.06451612903225806,0,0,1,3.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,34,296,2072,7,5,1,259.0,0.625,1,0,1,8.705882352941176,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,34,169,5577,33,2,0,164.02941176470588,0.058823529411764705,0,0,1,4.970588235294118,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
1,46,113,3390,30,5,1,109.35483870967742,0.16129032258064516,1,0,0,2.4565217391304346,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
1,50,94,3196,34,2,0,91.31428571428572,0.05714285714285714,0,0,0,1.88,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,49,146,146,1,4,1,73.0,2.0,1,1,0,2.979591836734694,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
0,38,116,348,3,4,0,87.0,1.0,1,1,1,3.0526315789473686,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1,44,263,4997,19,7,0,249.85,0.35,1,0,0,5.9772727272727275,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,39,171,5985,35,0,0,166.25,0.0,0,0,1,4.384615384615385,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1,42,219,3723,17,8,0,206.83333333333334,0.4444444444444444,1,0,1,5.214285714285714,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
0,42,293,4102,14,0,1,273.46666666666664,0.0,0,0,1,6.976190476190476,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,56,237,1422,6,0,1,203.14285714285714,0.0,0,1,1,4.232142857142857,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
0,41,147,2499,17,0,1,138.83333333333334,0.0,0,0,0,3.5853658536585367,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,53,211,1899,9,2,0,189.9,0.2,0,0,0,3.981132075471698,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,23,205,3075,15,2,0,192.1875,0.125,0,0,0,8.91304347826087,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1,23,85,1360,16,3,0,80.0,0.17647058823529413,1,0,1,3.6956521739130435,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
0,42,156,4680,30,0,0,150.96774193548387,0.0,0,0,0,3.7142857142857144,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1,38,174,1392,8,3,1,154.66666666666666,0.3333333333333333,1,0,0,4.578947368421052,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
